MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	34.304199	Sec
Channel 1 Displacement	Channel 1 Force	Time
mm	N	Sec
-0.14854822	-1.5868806	6.2724609
-0.1484293	-1.3102777	6.3059082
-0.15125921	-1.5112758	6.3393555
-0.15031551	-6.0942769	6.3728027
-0.15241328	-2.3267417	6.40625
-0.15410464	-0.81690025	6.4396973
-0.15370144	-3.5816989	6.4731445
-0.15367974	-0.86771321	6.5065918
-0.15363574	-2.3097358	6.5400391
-0.15535878	-3.3893063	6.5734863
-0.15684812	-1.2191012	6.6069336
-0.15844308	-0.79764056	6.6403809
-0.15950933	-0.48968941	6.6738281
-0.15671775	0.45173335	6.7072754
-0.16141456	-1.5721284	6.7407227
-0.16164932	-2.540648	6.7741699
-0.16322422	-5.446002	6.8076172
-0.16291435	-2.2728555	6.8410645
-0.16117184	-2.0230935	6.8745117
-0.16591449	-4.3289366	6.907959
-0.16604814	-0.91299415	6.9414063
-0.16671024	-2.1986849	6.9748535
-0.16393401	-5.363431	7.0083008
-0.16781932	-2.9151888	7.041748
-0.16744642	-0.66241252	7.0751953
-0.16894656	-1.7176009	7.1086426
-0.17004561	-0.84107745	7.1420898
-0.1702507	-3.9955788	7.1755371
-0.17126052	-1.8688105	7.2089844
-0.17272095	-1.7671846	7.2424316
-0.17426495	-4.0332785	7.2758789
-0.17065348	-2.3238733	7.3093262
-0.17363253	-2.8190949	7.3427734
-0.17487282	-4.2455459	7.3762207
-0.17674141	-3.4794583	7.409668
-0.17512311	-3.0631199	7.4431152
-0.17911302	-3.5079381	7.4765625
-0.17722565	-3.4981034	7.5100098
-0.17868021	-0.055320572	7.543457
-0.18125361	-2.0079315	7.5769043
-0.18214284	-2.256669	7.6103516
-0.18143311	0.44906977	7.6437988
-0.18298155	-1.6624854	7.6772461
-0.18562292	-1.0924786	7.7106934
-0.18548457	-4.6409855	7.7441406
-0.18533726	-1.1705421	7.7775879
-0.18634498	0.75497198	7.8110352
-0.18435793	-3.9953737	7.8444824
-0.18943174	-3.1299143	7.8779297
-0.18622464	-1.4534965	7.911377
-0.18911636	-0.79149377	7.9448242
-0.19073771	-0.96647072	7.9782715
-0.18815975	-2.8287246	8.0117188
-0.18932982	-4.0744619	8.045166
-0.19226652	-0.19300731	8.0786133
-0.19303913	-3.0141511	8.1120605
-0.19511485	-5.1394849	8.1455078
-0.19428329	-0.72777271	8.1789551
-0.19705524	-0.91545284	8.2124023
-0.19605523	-1.4903769	8.2458496
-0.19653681	-2.4838932	8.2792969
-0.19786632	-2.053827	8.3127441
-0.19922075	-1.5075877	8.3461914
-0.20150235	-3.4552813	8.3796387
-0.20329317	-0.16268344	8.4130859
-0.20077232	-4.4207277	8.4465332
-0.20229176	0.37715304	8.4799805
-0.20352629	-2.5861337	8.5134277
-0.20180096	-3.0735693	8.546875
-0.20429891	-2.7895906	8.5803223
-0.20512125	-7.1047478	8.6137695
-0.20856163	-4.6012363	8.6472168
-0.20636986	-0.81567097	8.6806641
-0.20482756	0.12129544	8.7141113
-0.20965797	-4.0717983	8.7475586
-0.20870571	-2.0073168	8.7810059
-0.21057242	-0.79948455	8.8144531
-0.21179181	-2.0941906	8.8479004
-0.20969276	-1.5586056	8.8813477
-0.21233802	-0.86914748	8.9147949
-0.21224801	-4.9032459	8.9482422
-0.21399499	-4.3037348	8.9816895
-0.21376044	-1.9089692	9.0151367
-0.21568553	-5.0058961	9.048584
-0.21626371	-5.2325053	9.0820313
-0.21746816	-3.6130474	9.1154785
-0.21824078	-7.2301412	9.1489258
-0.21940814	-0.017620634	9.182373
-0.21939832	-4.5010448	9.2158203
-0.22122659	-3.4147129	9.2492676
-0.22116396	-2.9553473	9.2827148
-0.22117051	-4.9282422	9.3161621
-0.22371057	-5.4230542	9.3496094
-0.22264631	-4.5088305	9.3830566
-0.22453967	1.0338286	9.4165039
-0.22476336	-0.44645742	9.4499512
-0.226074	-1.6540848	9.4833984
-0.22732961	-0.12334438	9.5168457
-0.22538187	-2.6773102	9.550293
-0.22653387	-0.052247208	9.5837402
-0.23096059	-3.1284802	9.6171875
-0.23023975	-2.3335032	9.6506348
-0.23066811	-1.3330207	9.684082
-0.23171048	0.57548749	9.7175293
-0.23336822	-2.9993989	9.7509766
-0.23422965	-0.72961676	9.7844238
-0.23659943	-0.52267683	9.8178711
-0.23385696	-3.6841445	9.8513184
-0.23556244	-1.1840649	9.8847656
-0.23745964	-4.1207671	9.9182129
-0.23722018	0.91704077	9.9516602
-0.23771547	1.7404976	9.9851074
-0.23840949	0.60437715	10.018555
-0.24226636	-1.3617053	10.052002
-0.24133636	0.15100463	10.085449
-0.24428703	-2.5322475	10.118896
-0.24205679	-1.1457503	10.152344
-0.24218756	-0.071916744	10.185791
-0.24415891	-1.7772243	10.219238
-0.24373156	2.7168031	10.252686
-0.24658722	0.043641765	10.286133
-0.24716395	1.4835643	10.31958
-0.24710952	2.4727778	10.353027
-0.24943016	-0.68331134	10.386475
-0.24842224	-1.9200332	10.419922
-0.25019458	0.28904992	10.453369
-0.25167617	0.031143416	10.486816
-0.25174186	0.71768183	10.520264
-0.25281325	2.3695128	10.553711
-0.25385886	-0.78083944	10.587158
-0.25572848	0.10101123	10.620605
-0.25568962	-1.5635229	10.654053
-0.25537053	-1.168903	10.6875
-0.25599641	-1.514554	10.720947
-0.2578519	0.007580955	10.754395
-0.25620845	-0.22210182	10.787842
-0.25987211	-3.4433975	10.821289
-0.25733164	-1.8466823	10.854736
-0.2600604	0.22963154	10.888184
-0.26077244	-1.0053999	10.921631
-0.25984141	0.49926805	10.955078
-0.26233503	2.4852762	10.988525
-0.26372489	-1.5965104	11.021973
-0.26463768	-3.9418974	11.05542
-0.26495594	-2.9160082	11.088867
-0.26506665	0.79963821	11.122314
-0.26810303	-2.1077135	11.155762
-0.26701134	-3.3481233	11.189209
-0.26698759	-2.2339263	11.222656
-0.2693257	-0.38970262	11.256104
-0.27005595	-0.86853278	11.289551
-0.27238628	-0.034831475	11.322998
-0.2717295	-0.02950431	11.356445
-0.27332625	-3.5429745	11.389893
-0.27372843	-3.1780639	11.42334
-0.27452865	-3.8472376	11.456787
-0.2772519	-11.120765	11.490234
-0.27400368	-14.535631	11.523682
-0.27851632	-17.370298	11.557129
-0.27749524	-26.013317	11.590576
-0.27727747	-33.610161	11.624023
-0.27929547	-40.497673	11.657471
-0.27867535	-53.723434	11.690918
-0.27852777	-62.695564	11.724365
-0.28125632	-70.482956	11.757813
-0.28340837	-83.299141	11.79126
-0.28088546	-92.448441	11.824707
-0.28311694	-107.26657	11.858154
-0.28485557	-116.11187	11.891602
-0.28306147	-132.60435	11.925049
-0.28529498	-147.51904	11.958496
-0.285988	-166.68454	11.991943
-0.28803724	-182.37939	12.025391
-0.28921899	-197.52477	12.058838
-0.28879389	-216.22595	12.092285
-0.28747544	-230.76854	12.125732
-0.29005215	-247.59958	12.15918
-0.28970891	-267.95932	12.192627
-0.2927852	-285.39471	12.226074
-0.29043978	-303.14197	12.259521
-0.29131144	-324.27026	12.292969
-0.29129651	-343.6915	12.326416
-0.29142135	-362.29825	12.359863
-0.29324836	-388.60861	12.393311
-0.29529274	-410.14297	12.426758
-0.29703587	-435.85492	12.460205
-0.29511836	-460.56796	12.493652
-0.29999265	-479.61093	12.5271
-0.29997462	-501.52374	12.560547
-0.30167663	-526.00317	12.593994
-0.29961136	-547.52924	12.627441
-0.30145395	-570.8501	12.660889
-0.30162138	-601.00415	12.694336
-0.30380306	-617.69757	12.727783
-0.30358735	-652.56433	12.76123
-0.30371812	-684.44446	12.794678
-0.30411026	-712.68542	12.828125
-0.30410412	-754.42291	12.861572
-0.30725837	-787.52057	12.89502
-0.30457526	-815.23181	12.928467
-0.30683553	-858.70239	12.961914
-0.308505	-897.11383	12.995361
-0.30980214	-923.77582	13.028809
-0.30888259	-965.24121	13.062256
-0.30996773	-1001.351	13.095703
-0.31173483	-1033.6509	13.12915
-0.31188607	-1074.7982	13.162598
-0.31183836	-1116.3812	13.196045
-0.31223255	-1151.2322	13.229492
-0.31570363	-1199.7585	13.262939
-0.31605238	-1239.6475	13.296387
-0.31554708	-1274.3655	13.329834
-0.31507245	-1316.7568	13.363281
-0.31824511	-1352.973	13.396729
-0.31736302	-1390.454	13.430176
-0.31918433	-1443.0465	13.463623
-0.31773511	-1486.6854	13.49707
-0.32237625	-1532.9652	13.530518
-0.32011795	-1577.7395	13.563965
-0.31950566	-1618.2618	13.597412
-0.32188791	-1657.8523	13.630859
-0.32239816	-1708.7047	13.664307
-0.32218796	-1751.3147	13.697754
-0.32278332	-1801.3137	13.731201
-0.3249929	-1856.7012	13.764648
-0.32626733	-1901.0127	13.798096
-0.32370126	-1958.8174	13.831543
-0.32591021	-2018.28	13.86499
-0.32715574	-2066.605	13.898438
-0.32816169	-2118.2771	13.931885
-0.32689235	-2177.5659	13.965332
-0.33150464	-2220.1594	13.998779
-0.33204025	-2270.6628	14.032227
-0.33099133	-2325.7427	14.065674
-0.33249071	-2368.8296	14.099121
-0.3326565	-2418.5037	14.132568
-0.33481342	-2475.1199	14.166016
-0.33509851	-2517.2439	14.199463
-0.33543888	-2569.4802	14.23291
-0.33620495	-2630.0273	14.266357
-0.33543313	-2680.8674	14.299805
-0.33670083	-2734.0613	14.333252
-0.33976912	-2787.2781	14.366699
-0.33893743	-2833.8018	14.400146
-0.33932588	-2891.168	14.433594
-0.33974314	-2951.116	14.467041
-0.33869755	-3004.6458	14.500488
-0.3403641	-3071.7466	14.533936
-0.3411496	-3130.3333	14.567383
-0.34226975	-3175.1863	14.60083
-0.34492216	-3242.4768	14.634277
-0.34538797	-3296.5139	14.667725
-0.3430182	-3347.0884	14.701172
-0.34497371	-3406.6936	14.734619
-0.34530467	-3467.7917	14.768066
-0.34740368	-3518.3516	14.801514
-0.34867159	-3581.739	14.834961
-0.34766707	-3643.115	14.868408
-0.34953874	-3692.4165	14.901855
-0.35085455	-3751.4946	14.935303
-0.35221514	-3809.291	14.96875
-0.35405442	-3856.8623	15.002197
-0.351814	-3922.0344	15.035645
-0.35236701	-3981.4966	15.069092
-0.35107189	-4033.3257	15.102539
-0.35336757	-4093.8005	15.135986
-0.35485405	-4160.3975	15.169434
-0.35488865	-4212.1865	15.202881
-0.35531455	-4275.917	15.236328
-0.3570337	-4335.3286	15.269775
-0.35583153	-4384.1807	15.303223
-0.35805887	-4462.7241	15.33667
-0.35719374	-4528.375	15.370117
-0.35931879	-4594.0313	15.403564
-0.35757074	-4674.4038	15.437012
-0.36156166	-4737.9253	15.470459
-0.36048594	-4795.4746	15.503906
-0.36385372	-4866.2637	15.537354
-0.36110425	-4930.8369	15.570801
-0.36390671	-5001.9014	15.604248
-0.36371148	-5077.8213	15.637695
-0.363226	-5143.728	15.671143
-0.36583528	-5211.085	15.70459
-0.3654581	-5291.3032	15.738037
-0.36712709	-5357.978	15.771484
-0.3665379	-5429.335	15.804932
-0.36963689	-5512.7607	15.838379
-0.37049603	-5583.0562	15.871826
-0.36992994	-5658.854	15.905273
-0.37122095	-5745.2847	15.938721
-0.37012109	-5809.9424	15.972168
-0.3732608	-5879.8403	16.005615
-0.37171277	-5952.6899	16.039063
-0.37382281	-6009.7686	16.07251
-0.37499964	-6075.915	16.105957
-0.37557927	-6152.2842	16.139404
-0.37635043	-6217.583	16.172852
-0.37690672	-6284.8008	16.206299
-0.3781347	-6358.9238	16.239746
-0.37930989	-6426.917	16.273193
-0.38006198	-6497.2437	16.306641
-0.37683141	-6571.4214	16.340088
-0.38147092	-6631.9526	16.373535
-0.38107201	-6709.1602	16.406982
-0.38427991	-6779.147	16.44043
-0.38039252	-6845.9199	16.473877
-0.38373959	-6928.0527	16.507324
-0.38178834	-7005.7891	16.540771
-0.3840957	-7068.4204	16.574219
-0.38462701	-7151.7085	16.607666
-0.38543013	-7241.9351	16.641113
-0.38685986	-7317.4746	16.674561
-0.3870416	-7405.5278	16.708008
-0.38986742	-7494.3359	16.741455
-0.38911486	-7574.8169	16.774902
-0.3877174	-7667.3882	16.80835
-0.39188379	-7760.0566	16.841797
-0.39004281	-7830.2104	16.875244
-0.39194295	-7915.2588	16.908691
-0.39187253	-7997.7813	16.942139
-0.39409167	-8064.4082	16.975586
-0.39379573	-8145.0234	17.009033
-0.39460537	-8216.9717	17.04248
-0.39399567	-8292.4795	17.075928
-0.3986659	-8379.7373	17.109375
-0.39511928	-8451.877	17.142822
-0.39904985	-8515.7705	17.17627
-0.39746779	-8594.0039	17.209717
-0.40002406	-8679.416	17.243164
-0.39948639	-8752.1768	17.276611
-0.39967611	-8838.2734	17.310059
-0.40019938	-8919.2441	17.343506
-0.40229416	-8992.6738	17.376953
-0.40221146	-9076.7754	17.4104
-0.40386885	-9158.0898	17.443848
-0.40566397	-9230.7295	17.477295
-0.40561566	-9318.0947	17.510742
-0.40655896	-9393.5928	17.544189
-0.4052051	-9476.6973	17.577637
-0.40626323	-9562.2246	17.611084
-0.4059509	-9638.2939	17.644531
-0.40763566	-9717.7773	17.677979
-0.40916759	-9799.6953	17.711426
-0.41161534	-9870.7188	17.744873
-0.40967393	-9946.7695	17.77832
-0.41092029	-10039.439	17.811768
-0.41251874	-10121.873	17.845215
-0.41314378	-10204.119	17.878662
-0.41254082	-10299.56	17.912109
-0.41442126	-10382.927	17.945557
-0.41620901	-10470.111	17.979004
-0.41750842	-10558.175	18.012451
-0.41516215	-10632.15	18.045898
-0.41929597	-10711.748	18.079346
-0.41556409	-10800.178	18.112793
-0.41874808	-10878.421	18.14624
-0.41764146	-10964.55	18.179688
-0.41843003	-11058.19	18.213135
-0.42021507	-11134.03	18.246582
-0.42072162	-11222.736	18.280029
-0.41983056	-11315.298	18.313477
-0.42121896	-11392.826	18.346924
-0.42149568	-11484.702	18.380371
-0.42377394	-11576.842	18.413818
-0.4234007	-11651.562	18.447266
-0.4266628	-11739.201	18.480713
-0.42356211	-11830.656	18.51416
-0.42904341	-11909.779	18.547607
-0.42539451	-12000.381	18.581055
-0.42849165	-12089.201	18.614502
-0.43062878	-12168.64	18.647949
-0.4319908	-12259.289	18.681396
-0.43388024	-12349.031	18.714844
-0.43236923	-12431.282	18.748291
-0.43319795	-12520.253	18.781738
-0.43525723	-12607.508	18.815186
-0.43590745	-12684.814	18.848633
-0.43417558	-12769.906	18.88208
-0.43414918	-12853.36	18.915527
-0.43623409	-12929.504	18.948975
-0.43696168	-13017.966	18.982422
-0.43948475	-13096.928	19.015869
-0.43852508	-13180.471	19.049316
-0.43634257	-13270.353	19.082764
-0.43991494	-13360.655	19.116211
-0.43969494	-13433.832	19.149658
-0.44053853	-13527.997	19.183105
-0.44298837	-13607.391	19.216553
-0.44079372	-13686.202	19.25
-0.44176835	-13781.184	19.283447
-0.44609579	-13864.49	19.316895
-0.44524747	-13937.299	19.350342
-0.44483587	-14029.435	19.383789
-0.44808388	-14106.399	19.417236
-0.44835669	-14182.11	19.450684
-0.4485147	-14269.991	19.484131
-0.44855297	-14356.628	19.517578
-0.4494406	-14441.206	19.551025
-0.45076597	-14533.271	19.584473
-0.44983745	-14609.556	19.61792
-0.45373178	-14687.023	19.651367
-0.4524309	-14769.199	19.684814
-0.45590034	-14841.036	19.718262
-0.45646483	-14914.617	19.751709
-0.45534939	-14996.927	19.785156
-0.45508415	-15060.255	19.818604
-0.45297962	-15127.324	19.852051
-0.45737559	-15198.395	19.885498
-0.45747116	-15253.385	19.918945
-0.45895541	-15324.896	19.952393
-0.45939502	-15388.558	19.98584
-0.46126357	-15434.872	20.019287
-0.46149996	-15489.914	20.052734
-0.46248275	-15544.342	20.086182
-0.46407706	-15574.445	20.119629
-0.46496385	-15617.736	20.153076
-0.46639365	-15658.642	20.186523
-0.46597165	-15675.981	20.219971
-0.46600869	-15706.862	20.253418
-0.4702968	-15732.368	20.286865
-0.46967298	-15748.245	20.320313
-0.47101271	-15775.232	20.35376
-0.47145703	-15803.406	20.387207
-0.47702	-15809.45	20.420654
-0.47434011	-15829.321	20.454102
-0.47383383	-15846.896	20.487549
-0.47606155	-15858.687	20.520996
-0.47643036	-15875.866	20.554443
-0.47675517	-15887.497	20.587891
-0.4789483	-15893.935	20.621338
-0.47997779	-15901.566	20.654785
-0.48252684	-15907.667	20.688232
-0.48362896	-15911.378	20.72168
-0.48334447	-15923.884	20.755127
-0.48519608	-15928.454	20.788574
-0.48504034	-15942.855	20.822021
-0.48551494	-15956.411	20.855469
-0.48550266	-15958.286	20.888916
-0.48818436	-15963.201	20.922363
-0.48746106	-15973.811	20.955811
-0.49074036	-15976.457	20.989258
-0.49099928	-15971.089	21.022705
-0.49107501	-15986.247	21.056152
-0.49362227	-15985.112	21.0896
-0.49279031	-15986.285	21.123047
-0.49457267	-16004.448	21.156494
-0.4944548	-16002.571	21.189941
-0.49672329	-16013.302	21.223389
-0.49642634	-16025.617	21.256836
-0.49661136	-16032.521	21.290283
-0.50007713	-16040.027	21.32373
-0.50172162	-16046.951	21.357178
-0.49895599	-16048.564	21.390625
-0.50137651	-16061.441	21.424072
-0.50383413	-16066.738	21.45752
-0.50417548	-16067.491	21.490967
-0.50649351	-16077.484	21.524414
-0.50367332	-16085.421	21.557861
-0.5041362	-16080.063	21.591309
-0.50643152	-16082.051	21.624756
-0.50868422	-16100.046	21.658203
-0.5072	-16094.629	21.69165
-0.50895542	-16108.553	21.725098
-0.5093295	-16118.184	21.758545
-0.51083034	-16120.432	21.791992
-0.51201165	-16126.48	21.825439
-0.51306874	-16137.101	21.858887
-0.51187211	-16135.984	21.892334
-0.51653022	-16146.769	21.925781
-0.51363689	-16153.044	21.959229
-0.51565444	-16154.527	21.992676
-0.51492792	-16161.269	22.026123
-0.51649767	-16167.522	22.05957
-0.51731205	-16162.495	22.093018
-0.52206099	-16176.644	22.126465
-0.51894236	-16181.799	22.159912
-0.5209071	-16175.68	22.193359
-0.52167994	-16188.719	22.226807
-0.52440894	-16194.75	22.260254
-0.52289891	-16187.628	22.293701
-0.52398384	-16202.943	22.327148
-0.52739358	-16206.515	22.360596
-0.52519876	-16200.115	22.394043
-0.52725726	-16215.548	22.42749
-0.52743101	-16231.425	22.460938
-0.5288102	-16232.572	22.494385
-0.53052878	-16247.597	22.527832
-0.53001899	-16240.343	22.561279
-0.52880895	-16238.827	22.594727
-0.53213578	-16248.221	22.628174
-0.53232384	-16246.204	22.661621
-0.53618175	-16245.545	22.695068
-0.53470856	-16260.856	22.728516
-0.53468198	-16260.592	22.761963
-0.5376097	-16262.153	22.79541
-0.53888947	-16270.662	22.828857
-0.53720838	-16277.34	22.862305
-0.53859556	-16282.699	22.895752
-0.54016697	-16290.808	22.929199
-0.53881353	-16292.913	22.962646
-0.54074806	-16297.592	22.996094
-0.54172403	-16311.306	23.029541
-0.54365057	-16310.773	23.062988
-0.54169559	-16315.9	23.096436
-0.54491431	-16324.593	23.129883
-0.54535967	-16323.063	23.16333
-0.54762369	-16323.717	23.196777
-0.54932564	-16326.977	23.230225
-0.55080575	-16313.576	23.263672
-0.55140996	-16315.422	23.297119
-0.55118191	-16324.663	23.330566
-0.5526666	-16320.07	23.364014
-0.5515008	-16334.271	23.397461
-0.55329901	-16350.132	23.430908
-0.55286288	-16347.278	23.464355
-0.55415493	-16358.028	23.497803
-0.5532425	-16364.189	23.53125
-0.55524266	-16360.411	23.564697
-0.55530143	-16373.473	23.598145
-0.55955386	-16382.742	23.631592
-0.55981302	-16379.585	23.665039
-0.56079823	-16386.416	23.698486
-0.56169933	-16383.581	23.731934
-0.56216967	-16379.049	23.765381
-0.56243509	-16381.712	23.798828
-0.56278223	-16379.269	23.832275
-0.56444085	-16377.771	23.865723
-0.5659079	-16389.096	23.89917
-0.5684033	-16392.383	23.932617
-0.56700855	-16392.186	23.966064
-0.56751698	-16399.623	23.999512
-0.56824529	-16409.451	24.032959
-0.57054186	-16413.438	24.066406
-0.568452	-16417.459	24.099854
-0.57002348	-16420.324	24.133301
-0.57117444	-16414.326	24.166748
-0.57271743	-16431.609	24.200195
-0.57473904	-16440.287	24.233643
-0.573928	-16438.891	24.26709
-0.57743061	-16452.004	24.300537
-0.57652801	-16452.525	24.333984
-0.57802415	-16451.17	24.367432
-0.5785659	-16456.553	24.400879
-0.5799486	-16451.883	24.434326
-0.57897258	-16451.504	24.467773
-0.57926339	-16465.256	24.501221
-0.5802173	-16457.773	24.534668
-0.5808301	-16458.275	24.568115
